text,label
"STANDARD PURCHASE ORDER
PO No: PO-2024-7617
Buyer: MSME Manufacturing Works
Supplier: Swaraj Pneumatic Systems
GSTIN: 27AABC7790A1Z3
Item Details:
Item Code: ITM-192, Description: Tungsten Carbide Milling Insert TNMG160408, Quantity: 100, Rate: 1547.64, Taxable Value: 154764.00
Total Order Value: INR 154764.00
Special Instructions: Deliver with inspection certificate and warranty.",PURCHASE_ORDER
"INTERNAL MEMORANDUM
To: All Plant Staff
From: Operations Director
Subject: Scheduled maintenance of Power Generator DG-2 on coming Sunday.
All departments are requested to plan production accordingly.",UNKNOWN
"DEBIT NOTE
Debit Note No: DC-7685
Debit Note Date: 02-05-2024
Against Original Invoice: INV-2425-14014
Issued By: Kirloskar Engineering Supplies
GSTIN: 27AABC4506A1Z6
Issued To: MSME Precision Tools
Reason for Debit: Price undercharged in original invoice / Supplementary freight charges / Unbilled additional quantities
Description: Hydraulic Pressure Relief Valve 1/2 inch
Underbilled Amount: Rs. 14819.42
Applicable GST (18%): Rs. 2667.50
Total Debit Value: Rs. 17486.92
We have debited your account with the above mentioned sum.
Authorized Signatory",DEBIT_NOTE
"ORDER CONFIRMATION / PO
Purchase Order Ref: PO-2024-6002
Issued To: Vanguard Steel & Alloys Corp
Ship To: Plot 102, Chakan Industrial Area, Pune 410501
Order Date: 11-07-2024
Required Delivery Date: 26-10-2024
Items Ordered:
- Industrial Ball Bearing 6205-2RS | Quantity: 20 NOS | Unit Rate: Rs. 332.69 | Total: Rs. 6653.80
Freight: Extra at actuals
GST: 18% extra
Prepared by: Purchase Dept",PURCHASE_ORDER
"DELIVERY RECEIPT & DISPATCH SLIP
DN Number: DC-6560
Dispatch Date: 23-05-2024
Purchase Order: PO-2024-9811
Supplier: TechnoMech Automation Solutions
Destination: Industrial Warehouse Sector 5
List of Items:
Item: Pneumatic Cylinder Double Acting 50mm Bore | Qty Delivered: 200 | Unit: NOS | Batch No: B-2024-09
Security Gate Entry No: G-4412
Storekeeper Signature: _____________
Date & Time Received: 23-05-2024 14:30 hrs",DELIVERY_NOTE
"SAFETY MANUAL & PROTOCOL
Section 4: General Workshop Safety Guidelines.
1. Personal Protective Equipment (PPE) including safety helmets, steel-toe shoes and goggles must be worn.
2. Machine emergency stop buttons must be inspected daily.
3. In case of fire, evacuate through Gate 2.",UNKNOWN
"COMMERCIAL PURCHASE ORDER
Order ID: PO-2024-7669
Vendor Name: Bharat Precision Fasteners
Billing Address: Plot 45, Industrial Estate, Pune
Date of Order: 24-02-2024
Scope of Supply:
- Digital Vernier Caliper 0-150mm (Qty: 10, Unit Price: 1184.93, Amount: 11849.30)
Payment: 100% against Delivery Note and Tax Invoice.
Authorized by Procurement Manager.",PURCHASE_ORDER
"VISITOR PASS - RECEPTION
Visitor Name: Ananya Sharma
Company: Tech Audit Consultants
Person to meet: Finance Manager
Entry Time: 10:15 AM
Exit Time: 12:45 PM",UNKNOWN
"PAYMENT RECEIPT / VOUCHER
Receipt No: PAY-REC-830364
Payment Date: 27-03-2024
Paid To: Kirloskar Engineering Supplies
Paid By: MSME Auto Components Ltd
Payment Method: NEFT / RTGS Transfer
Bank Transaction Ref / UTR: UTR-HDFC-99182374192
Invoice Reference: INV-2425-24031
Amount Paid: INR 4748.32
Amount in Words: INR 4748.32 only
Payment towards full/part settlement of Invoice INV-2425-24031
Authorized Accounts Officer: Rajeev Kumar",PAYMENT_RECEIPT
"QUOTATION / PRICE ESTIMATE
Quotation Ref: QUO-2024-654
Quote Date: 09-06-2024
Valid Until: 16-11-2024
To: Procurement Team, MSME Works
From: Kirloskar Engineering Supplies
Dear Sir, We are pleased to quote our lowest rates:
Item: Digital Vernier Caliper 0-150mm
Offered Unit Price: Rs. 1195.98 per NOS
Lead Time: 10 working days from PO confirmation.
Payment Terms: 30 days credit from invoice date.
Validity: 30 days from quote date.
Looking forward to your valued Purchase Order.
Best Regards, Sales Manager, Kirloskar Engineering Supplies",QUOTATION
"VISITOR PASS - RECEPTION
Visitor Name: Ananya Sharma
Company: Tech Audit Consultants
Person to meet: Finance Manager
Entry Time: 10:15 AM
Exit Time: 12:45 PM",UNKNOWN
"QUOTATION / PRICE ESTIMATE
Quotation Ref: QUO-2024-365
Quote Date: 04-09-2024
Valid Until: 08-11-2024
To: Procurement Team, MSME Works
From: Omkar Industrial Hardware
Dear Sir, We are pleased to quote our lowest rates:
Item: Pneumatic Cylinder Double Acting 50mm Bore
Offered Unit Price: Rs. 2798.65 per NOS
Lead Time: 10 working days from PO confirmation.
Payment Terms: 30 days credit from invoice date.
Validity: 30 days from quote date.
Looking forward to your valued Purchase Order.
Best Regards, Sales Manager, Omkar Industrial Hardware",QUOTATION
"DELIVERY NOTE / CHALLAN
Delivery Challan No: DC-8330
Date of Dispatch: 11-04-2024
Against PO No: PO-2024-4714
Consignor: Bharat Precision Fasteners
Consignee: MSME Manufacturing Plant
Vehicle No: MH-12-RN-8821
Transporter: Apex Logistics
Driver Name: Suresh Patil (Mob: 9876543210)
Materials Dispatched:
1. High Tensile Flange Nut M12 - Dispatched Qty: 200 PCS (Packages: 4 Wooden Crates)
Condition of Goods: Good condition, sealed boxes.
Received by: Stores In-charge (Signature & Date)
Goods received in full and sound condition.",DELIVERY_NOTE
"TAX INVOICE
Invoice Number: INV-2425-44630
Invoice Date: 01-09-2024
PO Reference: PO-2024-5791
Seller: Omkar Industrial Hardware
GSTIN: 27AABC1073A1Z3
Buyer: MSME Precision Components Ltd
Buyer GSTIN: 27AAACM1234F1Z5
Description of Goods: Pneumatic Cylinder Double Acting 50mm Bore
HSN Code: 84818030
Qty: 200 NOS
Unit Rate: INR 2869.63
Taxable Value: INR 573926.00
CGST 9%: INR 51653.34
SGST 9%: INR 51653.34
Total Invoice Amount: INR 677232.68
Bank Account: HDFC Bank, IFSC: HDFC0001234, A/c: 5020001928374
For Omkar Industrial Hardware - Authorized Signatory",INVOICE
"DEBIT NOTE
Debit Note No: DC-7712
Debit Note Date: 11-01-2024
Against Original Invoice: INV-2425-52315
Issued By: National Electricals & Controls
GSTIN: 27AABC7288A1Z9
Issued To: MSME Precision Tools
Reason for Debit: Price undercharged in original invoice / Supplementary freight charges / Unbilled additional quantities
Description: Tungsten Carbide Milling Insert TNMG160408
Underbilled Amount: Rs. 81914.78
Applicable GST (18%): Rs. 14744.66
Total Debit Value: Rs. 96659.44
We have debited your account with the above mentioned sum.
Authorized Signatory",DEBIT_NOTE
"MEETING MINUTES - PRODUCT DESIGN REVIEW
Date: 12-09-2024
Attendees: Engineering Team, Quality Team
Agenda: Review tolerances for new hydraulic valve housing prototype.
Action Items: Update CAD model with revised bore dimensions.",UNKNOWN
"QUOTATION / PRICE ESTIMATE
Quotation Ref: QUO-2024-784
Quote Date: 24-08-2024
Valid Until: 25-11-2024
To: Procurement Team, MSME Works
From: Bharat Precision Fasteners
Dear Sir, We are pleased to quote our lowest rates:
Item: Viton Seal Gasket 100mm OD
Offered Unit Price: Rs. 90.54 per PCS
Lead Time: 10 working days from PO confirmation.
Payment Terms: 30 days credit from invoice date.
Validity: 30 days from quote date.
Looking forward to your valued Purchase Order.
Best Regards, Sales Manager, Bharat Precision Fasteners",QUOTATION
"DELIVERY RECEIPT & DISPATCH SLIP
DN Number: DC-9795
Dispatch Date: 08-08-2024
Purchase Order: PO-2024-6263
Supplier: TechnoMech Automation Solutions
Destination: Industrial Warehouse Sector 5
List of Items:
Item: Pneumatic Cylinder Double Acting 50mm Bore | Qty Delivered: 10 | Unit: NOS | Batch No: B-2024-09
Security Gate Entry No: G-4412
Storekeeper Signature: _____________
Date & Time Received: 08-08-2024 14:30 hrs",DELIVERY_NOTE
"PURCHASE ORDER
PO Number: PO-2024-8451
Date: 04-04-2024
Vendor: Kirloskar Engineering Supplies
Delivery Address: Plot 102, Chakan Industrial Area, Pune 410501
Payment Terms: Net 30 Days
Line Items:
1. Digital Vernier Caliper 0-150mm - Qty: 50 @ INR 1264.65/unit = INR 63232.50
Authorized Signatory
Terms & Conditions: Goods must be delivered within 15 days.",PURCHASE_ORDER
"BANK PAYMENT CONFIRMATION RECEIPT
Voucher ID: PAY-REC-101099
Date: 05-08-2024
Beneficiary Name: Omkar Industrial Hardware
Beneficiary A/c: 0029015360826
Transaction ID: CMS2024091800492
Settlement for Tax Invoice: INV-2425-82163
PO Number Ref: PO-2024-2586
Net Remitted: Rs. 12420.68
Status: SUCCESS - Transferred to beneficiary account.
Accounts Department Signature",PAYMENT_RECEIPT
"COMMERCIAL PURCHASE ORDER
Order ID: PO-2024-8069
Vendor Name: Sunrise Rubber & Polymer Components
Billing Address: Plot 45, Industrial Estate, Pune
Date of Order: 21-08-2024
Scope of Supply:
- Industrial Ball Bearing 6205-2RS (Qty: 200, Unit Price: 312.53, Amount: 62506.00)
Payment: 100% against Delivery Note and Tax Invoice.
Authorized by Procurement Manager.",PURCHASE_ORDER
"INTERNAL MEMORANDUM
To: All Plant Staff
From: Operations Director
Subject: Scheduled maintenance of Power Generator DG-2 on coming Sunday.
All departments are requested to plan production accordingly.",UNKNOWN
"QUOTATION / PRICE ESTIMATE
Quotation Ref: QUO-2024-625
Quote Date: 11-02-2024
Valid Until: 03-11-2024
To: Procurement Team, MSME Works
From: Bharat Precision Fasteners
Dear Sir, We are pleased to quote our lowest rates:
Item: Digital Vernier Caliper 0-150mm
Offered Unit Price: Rs. 1265.95 per NOS
Lead Time: 10 working days from PO confirmation.
Payment Terms: 30 days credit from invoice date.
Validity: 30 days from quote date.
Looking forward to your valued Purchase Order.
Best Regards, Sales Manager, Bharat Precision Fasteners",QUOTATION
"PAYMENT ADVICE & RECEIPT
Payment Slip Ref: PAY-REC-182230
Date of Remittance: 14-03-2024
Vendor: Mahindra Tooling & Forging Ltd
Against Bill/Invoice No: INV-2425-80272
Cheque/NEFT No: 882910
Paid Amount: INR 1755609.90
Deductions (TDS/Retention): Rs. 0.00
Total Cleared: INR 1755609.90
Received with thanks from MSME Industries.",PAYMENT_RECEIPT
"PAYMENT ADVICE & RECEIPT
Payment Slip Ref: PAY-REC-626086
Date of Remittance: 28-03-2024
Vendor: Apex Industrial Tools Pvt Ltd
Against Bill/Invoice No: INV-2425-84848
Cheque/NEFT No: 882910
Paid Amount: INR 16789.63
Deductions (TDS/Retention): Rs. 0.00
Total Cleared: INR 16789.63
Received with thanks from MSME Industries.",PAYMENT_RECEIPT
"COMMERCIAL TAX INVOICE
Bill No: INV-2425-40124
Bill Date: 10-06-2024
Against PO No: PO-2024-7665
Supplier: Swaraj Pneumatic Systems
State: Maharashtra, Code: 27
Consignee: Global MSME Solutions
Line Items:
1. Nitrile Rubber O-Ring Kit 200pcs | 50 SET | Rate: Rs. 510.05 | Taxable: Rs. 25502.50 | IGST 18%: Rs. 4590.45 | Total: Rs. 30092.95
Amount in Words: INR 30092.95 only
E-Way Bill No: 541098234712
Declaration: Certified that particulars given above are true and correct.",INVOICE
"DEBIT NOTE
Debit Note No: DC-9680
Debit Note Date: 04-01-2024
Against Original Invoice: INV-2425-84260
Issued By: Swaraj Pneumatic Systems
GSTIN: 27AABC5352A1Z2
Issued To: MSME Precision Tools
Reason for Debit: Price undercharged in original invoice / Supplementary freight charges / Unbilled additional quantities
Description: Stainless Steel Hex Bolt M10x50mm
Underbilled Amount: Rs. 3047.75
Applicable GST (18%): Rs. 548.60
Total Debit Value: Rs. 3596.35
We have debited your account with the above mentioned sum.
Authorized Signatory",DEBIT_NOTE
"TAX INVOICE
Invoice Number: INV-2425-28285
Invoice Date: 27-09-2024
PO Reference: PO-2024-2935
Seller: Bharat Precision Fasteners
GSTIN: 27AABC6083A1Z5
Buyer: MSME Precision Components Ltd
Buyer GSTIN: 27AAACM1234F1Z5
Description of Goods: Carbon Steel Seamless Pipe 2 inch NB
HSN Code: 84818030
Qty: 100 MTR
Unit Rate: INR 666.23
Taxable Value: INR 66623.00
CGST 9%: INR 5996.07
SGST 9%: INR 5996.07
Total Invoice Amount: INR 78615.14
Bank Account: HDFC Bank, IFSC: HDFC0001234, A/c: 5020001928374
For Bharat Precision Fasteners - Authorized Signatory",INVOICE
"QUOTATION / PRICE ESTIMATE
Quotation Ref: QUO-2024-733
Quote Date: 15-07-2024
Valid Until: 01-11-2024
To: Procurement Team, MSME Works
From: TechnoMech Automation Solutions
Dear Sir, We are pleased to quote our lowest rates:
Item: High Tensile Flange Nut M12
Offered Unit Price: Rs. 16.80 per PCS
Lead Time: 10 working days from PO confirmation.
Payment Terms: 30 days credit from invoice date.
Validity: 30 days from quote date.
Looking forward to your valued Purchase Order.
Best Regards, Sales Manager, TechnoMech Automation Solutions",QUOTATION
"TAX INVOICE
Invoice Number: INV-2425-13521
Invoice Date: 27-09-2024
PO Reference: PO-2024-5233
Seller: Kirloskar Engineering Supplies
GSTIN: 27AABC3866A1Z6
Buyer: MSME Precision Components Ltd
Buyer GSTIN: 27AAACM1234F1Z5
Description of Goods: Pneumatic Cylinder Double Acting 50mm Bore
HSN Code: 84818030
Qty: 200 NOS
Unit Rate: INR 3014.45
Taxable Value: INR 602890.00
CGST 9%: INR 54260.10
SGST 9%: INR 54260.10
Total Invoice Amount: INR 711410.20
Bank Account: HDFC Bank, IFSC: HDFC0001234, A/c: 5020001928374
For Kirloskar Engineering Supplies - Authorized Signatory",INVOICE
"FORMAL PRICE PROPOSAL
Quote ID: QUO-2024-465
Date: 04-04-2024
Customer: MSME Manufacturing
Supplier: Apex Industrial Tools Pvt Ltd
Estimated Schedule of Rates:
1. Pneumatic Cylinder Double Acting 50mm Bore - Unit Rate: INR 2653.37 (MOQ: 50 NOS)
GST: 18% extra
Delivery: Ex-works Pune
Warranty: 12 months from delivery date.
Commercial Terms: 100% against delivery.
Authorized Signatory: Apex Industrial Tools Pvt Ltd",QUOTATION
"MEETING MINUTES - PRODUCT DESIGN REVIEW
Date: 12-09-2024
Attendees: Engineering Team, Quality Team
Agenda: Review tolerances for new hydraulic valve housing prototype.
Action Items: Update CAD model with revised bore dimensions.",UNKNOWN
"SAFETY MANUAL & PROTOCOL
Section 4: General Workshop Safety Guidelines.
1. Personal Protective Equipment (PPE) including safety helmets, steel-toe shoes and goggles must be worn.
2. Machine emergency stop buttons must be inspected daily.
3. In case of fire, evacuate through Gate 2.",UNKNOWN
"ORDER CONFIRMATION / PO
Purchase Order Ref: PO-2024-7171
Issued To: Bharat Precision Fasteners
Ship To: Plot 102, Chakan Industrial Area, Pune 410501
Order Date: 24-02-2024
Required Delivery Date: 12-10-2024
Items Ordered:
- Digital Vernier Caliper 0-150mm | Quantity: 20 NOS | Unit Rate: Rs. 1192.40 | Total: Rs. 23848.00
Freight: Extra at actuals
GST: 18% extra
Prepared by: Purchase Dept",PURCHASE_ORDER
"DEBIT NOTE
Debit Note No: DC-5513
Debit Note Date: 02-04-2024
Against Original Invoice: INV-2425-56433
Issued By: TechnoMech Automation Solutions
GSTIN: 27AABC6976A1Z4
Issued To: MSME Precision Tools
Reason for Debit: Price undercharged in original invoice / Supplementary freight charges / Unbilled additional quantities
Description: High Tensile Flange Nut M12
Underbilled Amount: Rs. 333.41
Applicable GST (18%): Rs. 60.01
Total Debit Value: Rs. 393.42
We have debited your account with the above mentioned sum.
Authorized Signatory",DEBIT_NOTE
"TAX CREDIT MEMORANDUM
CN Number: CN-2425-762
Date: 11-02-2024
Ref Invoice: INV-2425-11583
Vendor: Premier Bearings & Power Transmission
Customer: MSME Works
Adjustment Details:
Price reduction agreed on Industrial Ball Bearing 6205-2RS - Difference INR 251.27
IGST Adjustment: INR 45.23
Net Credit Allowed: INR 296.50
Authorized Signatory, Accounts Department",CREDIT_NOTE
"STANDARD PURCHASE ORDER
PO No: PO-2024-3658
Buyer: MSME Manufacturing Works
Supplier: Bharat Precision Fasteners
GSTIN: 27AABC2597A1Z9
Item Details:
Item Code: ITM-590, Description: Industrial Ball Bearing 6205-2RS, Quantity: 200, Rate: 333.83, Taxable Value: 66766.00
Total Order Value: INR 66766.00
Special Instructions: Deliver with inspection certificate and warranty.",PURCHASE_ORDER
"QUOTATION / PRICE ESTIMATE
Quotation Ref: QUO-2024-934
Quote Date: 13-01-2024
Valid Until: 15-11-2024
To: Procurement Team, MSME Works
From: Swaraj Pneumatic Systems
Dear Sir, We are pleased to quote our lowest rates:
Item: Hydraulic Pressure Relief Valve 1/2 inch
Offered Unit Price: Rs. 1977.08 per NOS
Lead Time: 10 working days from PO confirmation.
Payment Terms: 30 days credit from invoice date.
Validity: 30 days from quote date.
Looking forward to your valued Purchase Order.
Best Regards, Sales Manager, Swaraj Pneumatic Systems",QUOTATION
"PAYMENT RECEIPT / VOUCHER
Receipt No: PAY-REC-409103
Payment Date: 22-04-2024
Paid To: Premier Bearings & Power Transmission
Paid By: MSME Auto Components Ltd
Payment Method: NEFT / RTGS Transfer
Bank Transaction Ref / UTR: UTR-HDFC-99182374192
Invoice Reference: INV-2425-80534
Amount Paid: INR 7499.14
Amount in Words: INR 7499.14 only
Payment towards full/part settlement of Invoice INV-2425-80534
Authorized Accounts Officer: Rajeev Kumar",PAYMENT_RECEIPT
"BANK PAYMENT CONFIRMATION RECEIPT
Voucher ID: PAY-REC-572398
Date: 15-06-2024
Beneficiary Name: Apex Industrial Tools Pvt Ltd
Beneficiary A/c: 0029014376319
Transaction ID: CMS2024091800492
Settlement for Tax Invoice: INV-2425-58508
PO Number Ref: PO-2024-8399
Net Remitted: Rs. 28383.34
Status: SUCCESS - Transferred to beneficiary account.
Accounts Department Signature",PAYMENT_RECEIPT
"DEBIT NOTE
Debit Note No: DC-8793
Debit Note Date: 27-04-2024
Against Original Invoice: INV-2425-23872
Issued By: Omkar Industrial Hardware
GSTIN: 27AABC9717A1Z6
Issued To: MSME Precision Tools
Reason for Debit: Price undercharged in original invoice / Supplementary freight charges / Unbilled additional quantities
Description: Carbon Steel Seamless Pipe 2 inch NB
Underbilled Amount: Rs. 47297.33
Applicable GST (18%): Rs. 8513.52
Total Debit Value: Rs. 55810.85
We have debited your account with the above mentioned sum.
Authorized Signatory",DEBIT_NOTE
"ORDER CONFIRMATION / PO
Purchase Order Ref: PO-2024-4874
Issued To: Apex Industrial Tools Pvt Ltd
Ship To: Plot 102, Chakan Industrial Area, Pune 410501
Order Date: 13-07-2024
Required Delivery Date: 09-10-2024
Items Ordered:
- Pneumatic Cylinder Double Acting 50mm Bore | Quantity: 100 NOS | Unit Rate: Rs. 2856.14 | Total: Rs. 285614.00
Freight: Extra at actuals
GST: 18% extra
Prepared by: Purchase Dept",PURCHASE_ORDER
"COMMERCIAL PURCHASE ORDER
Order ID: PO-2024-1614
Vendor Name: Premier Bearings & Power Transmission
Billing Address: Plot 45, Industrial Estate, Pune
Date of Order: 09-07-2024
Scope of Supply:
- Stainless Steel Hex Bolt M10x50mm (Qty: 50, Unit Price: 41.45, Amount: 2072.50)
Payment: 100% against Delivery Note and Tax Invoice.
Authorized by Procurement Manager.",PURCHASE_ORDER
"PURCHASE ORDER CONTRACT
PO#: PO-2024-6662
Date: 04-04-2024
To: Kirloskar Engineering Supplies
Shipment Mode: By Road
Delivery Location: Warehouse 4, Sector 12, Manesar
Line Item 1: Hydraulic Pressure Relief Valve 1/2 inch - 20 Nos @ Rs. 1666.96 each.
Subtotal: Rs. 33339.20
Applicable GST: 18%
Grand Total: Rs. 39340.26
Signature: Head of SCM",PURCHASE_ORDER
"MATERIAL DISPATCH NOTE
Dispatch Memo: DC-9563
Date: 28-06-2024
Ref PO: PO-2024-5089
Vendor: Shree Ganesh Hydraulic Spares
Delivered To: Central Stores, Unit II
Description: Pneumatic Cylinder Double Acting 50mm Bore
Quantity Sent: 50 NOS
No of Cartons: 10
Received Ok by Stores Department.",DELIVERY_NOTE
"COMMERCIAL PURCHASE ORDER
Order ID: PO-2024-5125
Vendor Name: Shree Ganesh Hydraulic Spares
Billing Address: Plot 45, Industrial Estate, Pune
Date of Order: 06-08-2024
Scope of Supply:
- Digital Vernier Caliper 0-150mm (Qty: 20, Unit Price: 1320.16, Amount: 26403.20)
Payment: 100% against Delivery Note and Tax Invoice.
Authorized by Procurement Manager.",PURCHASE_ORDER
"PURCHASE ORDER
PO Number: PO-2024-5922
Date: 13-08-2024
Vendor: Mahindra Tooling & Forging Ltd
Delivery Address: Plot 102, Chakan Industrial Area, Pune 410501
Payment Terms: Net 30 Days
Line Items:
1. Nitrile Rubber O-Ring Kit 200pcs - Qty: 500 @ INR 475.66/unit = INR 237830.00
Authorized Signatory
Terms & Conditions: Goods must be delivered within 15 days.",PURCHASE_ORDER
"ORIGINAL TAX INVOICE (FOR RECIPIENT)
Invoice No: INV-2425-62506
Date of Issue: 16-07-2024
PO Ref: PO-2024-5932
Supplier Name: Premier Bearings & Power Transmission
PAN: AABCP9871M
GSTIN/UIN: 27AABC9192A1Z2
Place of Supply: 27-Maharashtra
Table of Supplies:
SI No | Item Description | Qty | Rate | Amount
01 | Nitrile Rubber O-Ring Kit 200pcs | 50 | 445.30 | 22265.00
Total Taxable: 22265.00
IGST @ 18%: 4007.70
Gross Total: 26272.70
Subject to Pune Jurisdiction only.",INVOICE
"FORMAL PRICE PROPOSAL
Quote ID: QUO-2024-706
Date: 08-06-2024
Customer: MSME Manufacturing
Supplier: Bharat Precision Fasteners
Estimated Schedule of Rates:
1. Tungsten Carbide Milling Insert TNMG160408 - Unit Rate: INR 1429.47 (MOQ: 50 BOX)
GST: 18% extra
Delivery: Ex-works Pune
Warranty: 12 months from delivery date.
Commercial Terms: 100% against delivery.
Authorized Signatory: Bharat Precision Fasteners",QUOTATION
"INTERNAL MEMORANDUM
To: All Plant Staff
From: Operations Director
Subject: Scheduled maintenance of Power Generator DG-2 on coming Sunday.
All departments are requested to plan production accordingly.",UNKNOWN
"COMMERCIAL PURCHASE ORDER
Order ID: PO-2024-4626
Vendor Name: Omkar Industrial Hardware
Billing Address: Plot 45, Industrial Estate, Pune
Date of Order: 23-06-2024
Scope of Supply:
- Industrial Ball Bearing 6205-2RS (Qty: 200, Unit Price: 292.29, Amount: 58458.00)
Payment: 100% against Delivery Note and Tax Invoice.
Authorized by Procurement Manager.",PURCHASE_ORDER
"DELIVERY RECEIPT & DISPATCH SLIP
DN Number: DC-5654
Dispatch Date: 17-05-2024
Purchase Order: PO-2024-9022
Supplier: Sunrise Rubber & Polymer Components
Destination: Industrial Warehouse Sector 5
List of Items:
Item: Hydraulic Pressure Relief Valve 1/2 inch | Qty Delivered: 100 | Unit: NOS | Batch No: B-2024-09
Security Gate Entry No: G-4412
Storekeeper Signature: _____________
Date & Time Received: 17-05-2024 14:30 hrs",DELIVERY_NOTE
"MATERIAL DISPATCH NOTE
Dispatch Memo: DC-9374
Date: 09-03-2024
Ref PO: PO-2024-2446
Vendor: Bharat Precision Fasteners
Delivered To: Central Stores, Unit II
Description: Hydraulic Pressure Relief Valve 1/2 inch
Quantity Sent: 100 NOS
No of Cartons: 10
Received Ok by Stores Department.",DELIVERY_NOTE
"TAX CREDIT MEMORANDUM
CN Number: CN-2425-976
Date: 03-03-2024
Ref Invoice: INV-2425-98789
Vendor: Omkar Industrial Hardware
Customer: MSME Works
Adjustment Details:
Price reduction agreed on High Tensile Flange Nut M12 - Difference INR 42.85
IGST Adjustment: INR 7.71
Net Credit Allowed: INR 50.56
Authorized Signatory, Accounts Department",CREDIT_NOTE
"PURCHASE ORDER
PO Number: PO-2024-2461
Date: 14-08-2024
Vendor: Vanguard Steel & Alloys Corp
Delivery Address: Plot 102, Chakan Industrial Area, Pune 410501
Payment Terms: Net 30 Days
Line Items:
1. Pneumatic Cylinder Double Acting 50mm Bore - Qty: 10 @ INR 2734.47/unit = INR 27344.70
Authorized Signatory
Terms & Conditions: Goods must be delivered within 15 days.",PURCHASE_ORDER
"INVOICE
Doc No: INV-2425-52303
Date: 23-09-2024
Ref Purchase Order: PO-2024-4845
From: Omkar Industrial Hardware
To: Bharat Engineering MSME
Summary:
Item: Industrial Ball Bearing 6205-2RS
Quantity Supplied: 10
Price per unit: Rs. 334.72
Net Amount: Rs. 3347.20
Add GST 18%: Rs. 602.50
Invoice Total: Rs. 3949.70
Payment Due Date: 28-10-2024
Please remit payment to State Bank of India A/c: 30981723481",INVOICE
"COMMERCIAL PURCHASE ORDER
Order ID: PO-2024-2089
Vendor Name: Apex Industrial Tools Pvt Ltd
Billing Address: Plot 45, Industrial Estate, Pune
Date of Order: 12-04-2024
Scope of Supply:
- High Tensile Flange Nut M12 (Qty: 500, Unit Price: 20.30, Amount: 10150.00)
Payment: 100% against Delivery Note and Tax Invoice.
Authorized by Procurement Manager.",PURCHASE_ORDER
"CREDIT NOTE
Credit Note No: CN-2425-289
Credit Note Date: 28-09-2024
Original Tax Invoice Ref: INV-2425-52379
Original Invoice Date: 13-08-2024
Issued By: Premier Bearings & Power Transmission
GSTIN: 27AABC7078A1Z3
Issued To: MSME Manufacturing Ltd
Reason for Credit: Rate difference / Return of damaged goods / Post-sale discount
Particulars:
Item: Digital Vernier Caliper 0-150mm
Quantity Returned / Adjusted: 20 NOS
Unit Rate: Rs. 1366.07
Credit Amount (Taxable): Rs. 4639.24
CGST 9%: Rs. 417.53
SGST 9%: Rs. 417.53
Total Credit Note Amount: Rs. 5474.30
We have credited your account with the above amount.",CREDIT_NOTE
"CREDIT NOTE
Credit Note No: CN-2425-862
Credit Note Date: 03-04-2024
Original Tax Invoice Ref: INV-2425-85276
Original Invoice Date: 23-08-2024
Issued By: Shree Ganesh Hydraulic Spares
GSTIN: 27AABC5542A1Z7
Issued To: MSME Manufacturing Ltd
Reason for Credit: Rate difference / Return of damaged goods / Post-sale discount
Particulars:
Item: Pneumatic Cylinder Double Acting 50mm Bore
Quantity Returned / Adjusted: 100 NOS
Unit Rate: Rs. 2781.18
Credit Amount (Taxable): Rs. 15486.94
CGST 9%: Rs. 1393.82
SGST 9%: Rs. 1393.82
Total Credit Note Amount: Rs. 18274.59
We have credited your account with the above amount.",CREDIT_NOTE
"INTERNAL MEMORANDUM
To: All Plant Staff
From: Operations Director
Subject: Scheduled maintenance of Power Generator DG-2 on coming Sunday.
All departments are requested to plan production accordingly.",UNKNOWN
"FORMAL PRICE PROPOSAL
Quote ID: QUO-2024-603
Date: 06-01-2024
Customer: MSME Manufacturing
Supplier: Bharat Precision Fasteners
Estimated Schedule of Rates:
1. Nitrile Rubber O-Ring Kit 200pcs - Unit Rate: INR 476.37 (MOQ: 50 SET)
GST: 18% extra
Delivery: Ex-works Pune
Warranty: 12 months from delivery date.
Commercial Terms: 100% against delivery.
Authorized Signatory: Bharat Precision Fasteners",QUOTATION
"PAYMENT RECEIPT / VOUCHER
Receipt No: PAY-REC-788232
Payment Date: 28-01-2024
Paid To: Kirloskar Engineering Supplies
Paid By: MSME Auto Components Ltd
Payment Method: NEFT / RTGS Transfer
Bank Transaction Ref / UTR: UTR-HDFC-99182374192
Invoice Reference: INV-2425-86824
Amount Paid: INR 5795.92
Amount in Words: INR 5795.92 only
Payment towards full/part settlement of Invoice INV-2425-86824
Authorized Accounts Officer: Rajeev Kumar",PAYMENT_RECEIPT
"ORDER CONFIRMATION / PO
Purchase Order Ref: PO-2024-1672
Issued To: TechnoMech Automation Solutions
Ship To: Plot 102, Chakan Industrial Area, Pune 410501
Order Date: 16-06-2024
Required Delivery Date: 04-10-2024
Items Ordered:
- Carbon Steel Seamless Pipe 2 inch NB | Quantity: 50 MTR | Unit Rate: Rs. 581.82 | Total: Rs. 29091.00
Freight: Extra at actuals
GST: 18% extra
Prepared by: Purchase Dept",PURCHASE_ORDER
